id,workload,policy,policy_description,workload_description,cpp_file_path,cache_hit_rate,score
288,lbm,"Dynamic Multi-Signal Reuse-based Replacement (DMRR)","DMRR is a hybrid cache replacement policy that integrates three key signals: access recency, program counter correlation (PC-aware reuse), and spatial locality clustering, adapting the weight of each based on recent set-level statistics. Each cache set tracks recency (LRU stack position), short PC signatures, and local access strides. On each access, DMRR dynamically computes a ""reuse score"" per cache block by combining: (1) time since last access, (2) PC similarity to last access streams, and (3) how closely the block's address matches current stride/locality patterns. Blocks predicted as unlikely to be reused (low score) are replaced first. The policy also adapts: in highly irregular/branchy phases (astar, mcf, omnetpp), PC-awareness and recency dominate; in structured phases (lbm, milc), stride clustering and spatial scoring dominate. Lightweight adaptive boosting ensures sensitivity to phase changes, addressing past weaknesses in temporal tracking; this increases overall hit rates by retaining blocks more likely to be reused, regardless of the underlying workload's access regularity.","",ChampSim_CRC2/new_policies/002_dynamic_multi_signal_reuse_based_replacement__dmrr.cc,0.0300903619934183,0.0300903619934183
289,mcf,"Dynamic Multi-Signal Reuse-based Replacement (DMRR)","DMRR is a hybrid cache replacement policy that integrates three key signals: access recency, program counter correlation (PC-aware reuse), and spatial locality clustering, adapting the weight of each based on recent set-level statistics. Each cache set tracks recency (LRU stack position), short PC signatures, and local access strides. On each access, DMRR dynamically computes a ""reuse score"" per cache block by combining: (1) time since last access, (2) PC similarity to last access streams, and (3) how closely the block's address matches current stride/locality patterns. Blocks predicted as unlikely to be reused (low score) are replaced first. The policy also adapts: in highly irregular/branchy phases (astar, mcf, omnetpp), PC-awareness and recency dominate; in structured phases (lbm, milc), stride clustering and spatial scoring dominate. Lightweight adaptive boosting ensures sensitivity to phase changes, addressing past weaknesses in temporal tracking; this increases overall hit rates by retaining blocks more likely to be reused, regardless of the underlying workload's access regularity.","",ChampSim_CRC2/new_policies/002_dynamic_multi_signal_reuse_based_replacement__dmrr.cc,0.0138849776725421,0.0138849776725421
290,milc,"Dynamic Multi-Signal Reuse-based Replacement (DMRR)","DMRR is a hybrid cache replacement policy that integrates three key signals: access recency, program counter correlation (PC-aware reuse), and spatial locality clustering, adapting the weight of each based on recent set-level statistics. Each cache set tracks recency (LRU stack position), short PC signatures, and local access strides. On each access, DMRR dynamically computes a ""reuse score"" per cache block by combining: (1) time since last access, (2) PC similarity to last access streams, and (3) how closely the block's address matches current stride/locality patterns. Blocks predicted as unlikely to be reused (low score) are replaced first. The policy also adapts: in highly irregular/branchy phases (astar, mcf, omnetpp), PC-awareness and recency dominate; in structured phases (lbm, milc), stride clustering and spatial scoring dominate. Lightweight adaptive boosting ensures sensitivity to phase changes, addressing past weaknesses in temporal tracking; this increases overall hit rates by retaining blocks more likely to be reused, regardless of the underlying workload's access regularity.","",ChampSim_CRC2/new_policies/002_dynamic_multi_signal_reuse_based_replacement__dmrr.cc,0.00709396834450307,0.00709396834450307
291,omnetpp,"Dynamic Multi-Signal Reuse-based Replacement (DMRR)","DMRR is a hybrid cache replacement policy that integrates three key signals: access recency, program counter correlation (PC-aware reuse), and spatial locality clustering, adapting the weight of each based on recent set-level statistics. Each cache set tracks recency (LRU stack position), short PC signatures, and local access strides. On each access, DMRR dynamically computes a ""reuse score"" per cache block by combining: (1) time since last access, (2) PC similarity to last access streams, and (3) how closely the block's address matches current stride/locality patterns. Blocks predicted as unlikely to be reused (low score) are replaced first. The policy also adapts: in highly irregular/branchy phases (astar, mcf, omnetpp), PC-awareness and recency dominate; in structured phases (lbm, milc), stride clustering and spatial scoring dominate. Lightweight adaptive boosting ensures sensitivity to phase changes, addressing past weaknesses in temporal tracking; this increases overall hit rates by retaining blocks more likely to be reused, regardless of the underlying workload's access regularity.","",ChampSim_CRC2/new_policies/002_dynamic_multi_signal_reuse_based_replacement__dmrr.cc,0.00014751873487933,0.00014751873487933
292,all,"Dynamic Multi-Signal Reuse-based Replacement (DMRR)","DMRR is a hybrid cache replacement policy that integrates three key signals: access recency, program counter correlation (PC-aware reuse), and spatial locality clustering, adapting the weight of each based on recent set-level statistics. Each cache set tracks recency (LRU stack position), short PC signatures, and local access strides. On each access, DMRR dynamically computes a ""reuse score"" per cache block by combining: (1) time since last access, (2) PC similarity to last access streams, and (3) how closely the block's address matches current stride/locality patterns. Blocks predicted as unlikely to be reused (low score) are replaced first. The policy also adapts: in highly irregular/branchy phases (astar, mcf, omnetpp), PC-awareness and recency dominate; in structured phases (lbm, milc), stride clustering and spatial scoring dominate. Lightweight adaptive boosting ensures sensitivity to phase changes, addressing past weaknesses in temporal tracking; this increases overall hit rates by retaining blocks more likely to be reused, regardless of the underlying workload's access regularity.","",ChampSim_CRC2/new_policies/002_dynamic_multi_signal_reuse_based_replacement__dmrr.cc,0.0134173938308451,0.0134173938308451
293,astar,"**Multi-Policy Adaptive Replacement (MPAR)**","MPAR combines the strengths of Belady-inspired frequency tracking, a spatial recency window (SRW), and program counter correlation into an adaptive selection mechanism. Each cache set dynamically toggles between three simple, low-overhead policies—(1) LFU (frequency of reuse via last N hits per block), (2) SRW (spatial recency via last few block addresses), and (3) PC correlation (per-set PC histogram-based pinning)—based on short-term hit/miss statistics. LFU excels for MCF, Omnetpp’s unpredictable pointer-chasing, and astar’s branch-heavy irregularity; SRW benefits LBM and MILC’s regular, high-locality phases; and PC correlation provides fallback protection for phase change-sensitive codes and code-streamed structure accesses. With a phase control FSM per set, the policy boosts hit rate across both highly irregular and regular workloads, transitioning policy use in under 16 accesses. In addition, blocks that show local re-access or matching PC clusters get their victim priority dynamically lowered. MPAR thus integrates the best of classical and practical learned policies for varied workload traces with almost no cross-set global learning complexity.","",ChampSim_CRC2/new_policies/003_multi_policy_adaptive_replacement__mpar.cc,0.0158701424088825,0.0158701424088825
294,lbm,"**Multi-Policy Adaptive Replacement (MPAR)**","MPAR combines the strengths of Belady-inspired frequency tracking, a spatial recency window (SRW), and program counter correlation into an adaptive selection mechanism. Each cache set dynamically toggles between three simple, low-overhead policies—(1) LFU (frequency of reuse via last N hits per block), (2) SRW (spatial recency via last few block addresses), and (3) PC correlation (per-set PC histogram-based pinning)—based on short-term hit/miss statistics. LFU excels for MCF, Omnetpp’s unpredictable pointer-chasing, and astar’s branch-heavy irregularity; SRW benefits LBM and MILC’s regular, high-locality phases; and PC correlation provides fallback protection for phase change-sensitive codes and code-streamed structure accesses. With a phase control FSM per set, the policy boosts hit rate across both highly irregular and regular workloads, transitioning policy use in under 16 accesses. In addition, blocks that show local re-access or matching PC clusters get their victim priority dynamically lowered. MPAR thus integrates the best of classical and practical learned policies for varied workload traces with almost no cross-set global learning complexity.","",ChampSim_CRC2/new_policies/003_multi_policy_adaptive_replacement__mpar.cc,0.0300903619934183,0.0300903619934183
295,mcf,"**Multi-Policy Adaptive Replacement (MPAR)**","MPAR combines the strengths of Belady-inspired frequency tracking, a spatial recency window (SRW), and program counter correlation into an adaptive selection mechanism. Each cache set dynamically toggles between three simple, low-overhead policies—(1) LFU (frequency of reuse via last N hits per block), (2) SRW (spatial recency via last few block addresses), and (3) PC correlation (per-set PC histogram-based pinning)—based on short-term hit/miss statistics. LFU excels for MCF, Omnetpp’s unpredictable pointer-chasing, and astar’s branch-heavy irregularity; SRW benefits LBM and MILC’s regular, high-locality phases; and PC correlation provides fallback protection for phase change-sensitive codes and code-streamed structure accesses. With a phase control FSM per set, the policy boosts hit rate across both highly irregular and regular workloads, transitioning policy use in under 16 accesses. In addition, blocks that show local re-access or matching PC clusters get their victim priority dynamically lowered. MPAR thus integrates the best of classical and practical learned policies for varied workload traces with almost no cross-set global learning complexity.","",ChampSim_CRC2/new_policies/003_multi_policy_adaptive_replacement__mpar.cc,0.0138849776725421,0.0138849776725421
296,milc,"**Multi-Policy Adaptive Replacement (MPAR)**","MPAR combines the strengths of Belady-inspired frequency tracking, a spatial recency window (SRW), and program counter correlation into an adaptive selection mechanism. Each cache set dynamically toggles between three simple, low-overhead policies—(1) LFU (frequency of reuse via last N hits per block), (2) SRW (spatial recency via last few block addresses), and (3) PC correlation (per-set PC histogram-based pinning)—based on short-term hit/miss statistics. LFU excels for MCF, Omnetpp’s unpredictable pointer-chasing, and astar’s branch-heavy irregularity; SRW benefits LBM and MILC’s regular, high-locality phases; and PC correlation provides fallback protection for phase change-sensitive codes and code-streamed structure accesses. With a phase control FSM per set, the policy boosts hit rate across both highly irregular and regular workloads, transitioning policy use in under 16 accesses. In addition, blocks that show local re-access or matching PC clusters get their victim priority dynamically lowered. MPAR thus integrates the best of classical and practical learned policies for varied workload traces with almost no cross-set global learning complexity.","",ChampSim_CRC2/new_policies/003_multi_policy_adaptive_replacement__mpar.cc,0.00709396834450307,0.00709396834450307
297,omnetpp,"**Multi-Policy Adaptive Replacement (MPAR)**","MPAR combines the strengths of Belady-inspired frequency tracking, a spatial recency window (SRW), and program counter correlation into an adaptive selection mechanism. Each cache set dynamically toggles between three simple, low-overhead policies—(1) LFU (frequency of reuse via last N hits per block), (2) SRW (spatial recency via last few block addresses), and (3) PC correlation (per-set PC histogram-based pinning)—based on short-term hit/miss statistics. LFU excels for MCF, Omnetpp’s unpredictable pointer-chasing, and astar’s branch-heavy irregularity; SRW benefits LBM and MILC’s regular, high-locality phases; and PC correlation provides fallback protection for phase change-sensitive codes and code-streamed structure accesses. With a phase control FSM per set, the policy boosts hit rate across both highly irregular and regular workloads, transitioning policy use in under 16 accesses. In addition, blocks that show local re-access or matching PC clusters get their victim priority dynamically lowered. MPAR thus integrates the best of classical and practical learned policies for varied workload traces with almost no cross-set global learning complexity.","",ChampSim_CRC2/new_policies/003_multi_policy_adaptive_replacement__mpar.cc,0.00014751873487933,0.00014751873487933
298,all,"**Multi-Policy Adaptive Replacement (MPAR)**","MPAR combines the strengths of Belady-inspired frequency tracking, a spatial recency window (SRW), and program counter correlation into an adaptive selection mechanism. Each cache set dynamically toggles between three simple, low-overhead policies—(1) LFU (frequency of reuse via last N hits per block), (2) SRW (spatial recency via last few block addresses), and (3) PC correlation (per-set PC histogram-based pinning)—based on short-term hit/miss statistics. LFU excels for MCF, Omnetpp’s unpredictable pointer-chasing, and astar’s branch-heavy irregularity; SRW benefits LBM and MILC’s regular, high-locality phases; and PC correlation provides fallback protection for phase change-sensitive codes and code-streamed structure accesses. With a phase control FSM per set, the policy boosts hit rate across both highly irregular and regular workloads, transitioning policy use in under 16 accesses. In addition, blocks that show local re-access or matching PC clusters get their victim priority dynamically lowered. MPAR thus integrates the best of classical and practical learned policies for varied workload traces with almost no cross-set global learning complexity.","",ChampSim_CRC2/new_policies/003_multi_policy_adaptive_replacement__mpar.cc,0.0134173938308451,0.0134173938308451
299,astar,"**Dynamic Set Dueling with Adaptive Segmented LRU (DAS-LRU)**","DAS-LRU combines adaptive segmented LRU with set-dueling to optimize for both regular and irregular access patterns. Each cache set is dynamically classified (via set-dueling) into one of two policies: (1) classic LRU for workloads with high spatial and temporal locality (LBM, MILC); or (2) Bimodal Segmented LRU (BS-LRU)—which maintains a ""protected"" segment for recently reused blocks and a ""probationary"" segment for blocks not recently reused—for workloads with irregular or phase-changing behavior (MCF, Omnetpp, Astar). The assignment uses a small percentage of “leader” sets to evaluate hit rates for each policy every epoch; the majority of sets follow the better performing policy. BS-LRU avoids cache pollution by only promoting blocks to protected status on re-use, thereby improving performance for irregular pointer-chasing and phase-sensitive workloads. Rapid leader-based policy selection ensures responsiveness to access pattern changes, providing strong overall hit rates across the diverse workload suite.","",ChampSim_CRC2/new_policies/004_dynamic_set_dueling_with_adaptive_segmented_lru__das_lru.cc,0.286477190441709,0.286477190441709
300,lbm,"**Dynamic Set Dueling with Adaptive Segmented LRU (DAS-LRU)**","DAS-LRU combines adaptive segmented LRU with set-dueling to optimize for both regular and irregular access patterns. Each cache set is dynamically classified (via set-dueling) into one of two policies: (1) classic LRU for workloads with high spatial and temporal locality (LBM, MILC); or (2) Bimodal Segmented LRU (BS-LRU)—which maintains a ""protected"" segment for recently reused blocks and a ""probationary"" segment for blocks not recently reused—for workloads with irregular or phase-changing behavior (MCF, Omnetpp, Astar). The assignment uses a small percentage of “leader” sets to evaluate hit rates for each policy every epoch; the majority of sets follow the better performing policy. BS-LRU avoids cache pollution by only promoting blocks to protected status on re-use, thereby improving performance for irregular pointer-chasing and phase-sensitive workloads. Rapid leader-based policy selection ensures responsiveness to access pattern changes, providing strong overall hit rates across the diverse workload suite.","",ChampSim_CRC2/new_policies/004_dynamic_set_dueling_with_adaptive_segmented_lru__das_lru.cc,0.433573935019363,0.433573935019363
301,mcf,"**Dynamic Set Dueling with Adaptive Segmented LRU (DAS-LRU)**","DAS-LRU combines adaptive segmented LRU with set-dueling to optimize for both regular and irregular access patterns. Each cache set is dynamically classified (via set-dueling) into one of two policies: (1) classic LRU for workloads with high spatial and temporal locality (LBM, MILC); or (2) Bimodal Segmented LRU (BS-LRU)—which maintains a ""protected"" segment for recently reused blocks and a ""probationary"" segment for blocks not recently reused—for workloads with irregular or phase-changing behavior (MCF, Omnetpp, Astar). The assignment uses a small percentage of “leader” sets to evaluate hit rates for each policy every epoch; the majority of sets follow the better performing policy. BS-LRU avoids cache pollution by only promoting blocks to protected status on re-use, thereby improving performance for irregular pointer-chasing and phase-sensitive workloads. Rapid leader-based policy selection ensures responsiveness to access pattern changes, providing strong overall hit rates across the diverse workload suite.","",ChampSim_CRC2/new_policies/004_dynamic_set_dueling_with_adaptive_segmented_lru__das_lru.cc,0.286483597324076,0.286483597324076
302,milc,"**Dynamic Set Dueling with Adaptive Segmented LRU (DAS-LRU)**","DAS-LRU combines adaptive segmented LRU with set-dueling to optimize for both regular and irregular access patterns. Each cache set is dynamically classified (via set-dueling) into one of two policies: (1) classic LRU for workloads with high spatial and temporal locality (LBM, MILC); or (2) Bimodal Segmented LRU (BS-LRU)—which maintains a ""protected"" segment for recently reused blocks and a ""probationary"" segment for blocks not recently reused—for workloads with irregular or phase-changing behavior (MCF, Omnetpp, Astar). The assignment uses a small percentage of “leader” sets to evaluate hit rates for each policy every epoch; the majority of sets follow the better performing policy. BS-LRU avoids cache pollution by only promoting blocks to protected status on re-use, thereby improving performance for irregular pointer-chasing and phase-sensitive workloads. Rapid leader-based policy selection ensures responsiveness to access pattern changes, providing strong overall hit rates across the diverse workload suite.","",ChampSim_CRC2/new_policies/004_dynamic_set_dueling_with_adaptive_segmented_lru__das_lru.cc,0.299622130329388,0.299622130329388
303,omnetpp,"**Dynamic Set Dueling with Adaptive Segmented LRU (DAS-LRU)**","DAS-LRU combines adaptive segmented LRU with set-dueling to optimize for both regular and irregular access patterns. Each cache set is dynamically classified (via set-dueling) into one of two policies: (1) classic LRU for workloads with high spatial and temporal locality (LBM, MILC); or (2) Bimodal Segmented LRU (BS-LRU)—which maintains a ""protected"" segment for recently reused blocks and a ""probationary"" segment for blocks not recently reused—for workloads with irregular or phase-changing behavior (MCF, Omnetpp, Astar). The assignment uses a small percentage of “leader” sets to evaluate hit rates for each policy every epoch; the majority of sets follow the better performing policy. BS-LRU avoids cache pollution by only promoting blocks to protected status on re-use, thereby improving performance for irregular pointer-chasing and phase-sensitive workloads. Rapid leader-based policy selection ensures responsiveness to access pattern changes, providing strong overall hit rates across the diverse workload suite.","",ChampSim_CRC2/new_policies/004_dynamic_set_dueling_with_adaptive_segmented_lru__das_lru.cc,0.00483861450404201,0.00483861450404201
304,all,"**Dynamic Set Dueling with Adaptive Segmented LRU (DAS-LRU)**","DAS-LRU combines adaptive segmented LRU with set-dueling to optimize for both regular and irregular access patterns. Each cache set is dynamically classified (via set-dueling) into one of two policies: (1) classic LRU for workloads with high spatial and temporal locality (LBM, MILC); or (2) Bimodal Segmented LRU (BS-LRU)—which maintains a ""protected"" segment for recently reused blocks and a ""probationary"" segment for blocks not recently reused—for workloads with irregular or phase-changing behavior (MCF, Omnetpp, Astar). The assignment uses a small percentage of “leader” sets to evaluate hit rates for each policy every epoch; the majority of sets follow the better performing policy. BS-LRU avoids cache pollution by only promoting blocks to protected status on re-use, thereby improving performance for irregular pointer-chasing and phase-sensitive workloads. Rapid leader-based policy selection ensures responsiveness to access pattern changes, providing strong overall hit rates across the diverse workload suite.","",ChampSim_CRC2/new_policies/004_dynamic_set_dueling_with_adaptive_segmented_lru__das_lru.cc,0.262199093523716,0.262199093523716
305,astar,"Adaptive Hybrid LRU-BRRIP with Phase Detection","This policy combines the strengths of LRU and Bimodal RRIP (BRRIP), adapting dynamically to workload phase changes and access patterns. For workloads with high spatial locality (like lbm and milc), it leans toward LRU to retain recently used blocks. For irregular, memory-bound, or pointer-chasing workloads (like mcf, omnetpp, astar), it shifts toward BRRIP to prevent cache pollution and retain blocks with longer reuse intervals. Phase detection is accomplished by monitoring per-set hit/miss rates over windows; sets with frequent hits favor LRU, while sets with frequent misses favor BRRIP. This hybrid approach allows the cache to respond to both regular and irregular access patterns, improving overall hit rate by dynamically tuning replacement aggressiveness based on observed behavior.","",ChampSim_CRC2/new_policies/001_adaptive_hybrid_lru_brrip_with_phase_detection.cc,0.290580497224234,0.290580497224234
306,astar,"Adaptive Reuse-Phase Predictor (ARPP)","ARPP combines per-PC reuse prediction, spatial locality tracking, and phase-change detection to dynamically tailor cache replacement to each workload’s current behavior. For each cache set, ARPP maintains PC-based reuse counters (like Hawkeye/SHiP), a spatial locality score, and a lightweight phase detector using moving averages of reuse distance and miss rates. When a cache miss occurs, ARPP selects the victim by blending three signals: (1) predicted reuse (favoring lines with high future reuse), (2) spatial locality (retaining lines accessed in spatial clusters), and (3) phase behavior (adjusting aggressiveness based on detected streaming, thrashing, or reuse-rich phases). This multi-modal approach allows ARPP to adapt to irregular pointer-chasing (MCF, omnetpp), regular stencils (LBM, MILC), and control-dominated workloads (astar), outperforming static and single-signal policies.","",ChampSim_CRC2/new_policies/000_adaptive_reuse_phase_predictor__arpp.cc,0.0274559497948347,0.0274559497948347
307,lbm,"Adaptive Reuse-Phase Predictor (ARPP)","ARPP combines per-PC reuse prediction, spatial locality tracking, and phase-change detection to dynamically tailor cache replacement to each workload’s current behavior. For each cache set, ARPP maintains PC-based reuse counters (like Hawkeye/SHiP), a spatial locality score, and a lightweight phase detector using moving averages of reuse distance and miss rates. When a cache miss occurs, ARPP selects the victim by blending three signals: (1) predicted reuse (favoring lines with high future reuse), (2) spatial locality (retaining lines accessed in spatial clusters), and (3) phase behavior (adjusting aggressiveness based on detected streaming, thrashing, or reuse-rich phases). This multi-modal approach allows ARPP to adapt to irregular pointer-chasing (MCF, omnetpp), regular stencils (LBM, MILC), and control-dominated workloads (astar), outperforming static and single-signal policies.","",ChampSim_CRC2/new_policies/000_adaptive_reuse_phase_predictor__arpp.cc,0.0359811639788368,0.0359811639788368
308,mcf,"Adaptive Reuse-Phase Predictor (ARPP)","ARPP combines per-PC reuse prediction, spatial locality tracking, and phase-change detection to dynamically tailor cache replacement to each workload’s current behavior. For each cache set, ARPP maintains PC-based reuse counters (like Hawkeye/SHiP), a spatial locality score, and a lightweight phase detector using moving averages of reuse distance and miss rates. When a cache miss occurs, ARPP selects the victim by blending three signals: (1) predicted reuse (favoring lines with high future reuse), (2) spatial locality (retaining lines accessed in spatial clusters), and (3) phase behavior (adjusting aggressiveness based on detected streaming, thrashing, or reuse-rich phases). This multi-modal approach allows ARPP to adapt to irregular pointer-chasing (MCF, omnetpp), regular stencils (LBM, MILC), and control-dominated workloads (astar), outperforming static and single-signal policies.","",ChampSim_CRC2/new_policies/000_adaptive_reuse_phase_predictor__arpp.cc,0.0153617158226248,0.0153617158226248
309,milc,"Adaptive Reuse-Phase Predictor (ARPP)","ARPP combines per-PC reuse prediction, spatial locality tracking, and phase-change detection to dynamically tailor cache replacement to each workload’s current behavior. For each cache set, ARPP maintains PC-based reuse counters (like Hawkeye/SHiP), a spatial locality score, and a lightweight phase detector using moving averages of reuse distance and miss rates. When a cache miss occurs, ARPP selects the victim by blending three signals: (1) predicted reuse (favoring lines with high future reuse), (2) spatial locality (retaining lines accessed in spatial clusters), and (3) phase behavior (adjusting aggressiveness based on detected streaming, thrashing, or reuse-rich phases). This multi-modal approach allows ARPP to adapt to irregular pointer-chasing (MCF, omnetpp), regular stencils (LBM, MILC), and control-dominated workloads (astar), outperforming static and single-signal policies.","",ChampSim_CRC2/new_policies/000_adaptive_reuse_phase_predictor__arpp.cc,0.0578924853842863,0.0578924853842863
310,omnetpp,"Adaptive Reuse-Phase Predictor (ARPP)","ARPP combines per-PC reuse prediction, spatial locality tracking, and phase-change detection to dynamically tailor cache replacement to each workload’s current behavior. For each cache set, ARPP maintains PC-based reuse counters (like Hawkeye/SHiP), a spatial locality score, and a lightweight phase detector using moving averages of reuse distance and miss rates. When a cache miss occurs, ARPP selects the victim by blending three signals: (1) predicted reuse (favoring lines with high future reuse), (2) spatial locality (retaining lines accessed in spatial clusters), and (3) phase behavior (adjusting aggressiveness based on detected streaming, thrashing, or reuse-rich phases). This multi-modal approach allows ARPP to adapt to irregular pointer-chasing (MCF, omnetpp), regular stencils (LBM, MILC), and control-dominated workloads (astar), outperforming static and single-signal policies.","",ChampSim_CRC2/new_policies/000_adaptive_reuse_phase_predictor__arpp.cc,0.000560571192541453,0.000560571192541453
311,all,"Adaptive Reuse-Phase Predictor (ARPP)","ARPP combines per-PC reuse prediction, spatial locality tracking, and phase-change detection to dynamically tailor cache replacement to each workload’s current behavior. For each cache set, ARPP maintains PC-based reuse counters (like Hawkeye/SHiP), a spatial locality score, and a lightweight phase detector using moving averages of reuse distance and miss rates. When a cache miss occurs, ARPP selects the victim by blending three signals: (1) predicted reuse (favoring lines with high future reuse), (2) spatial locality (retaining lines accessed in spatial clusters), and (3) phase behavior (adjusting aggressiveness based on detected streaming, thrashing, or reuse-rich phases). This multi-modal approach allows ARPP to adapt to irregular pointer-chasing (MCF, omnetpp), regular stencils (LBM, MILC), and control-dominated workloads (astar), outperforming static and single-signal policies.","",ChampSim_CRC2/new_policies/000_adaptive_reuse_phase_predictor__arpp.cc,0.0274503772346248,0.0274503772346248
312,astar,"Hybrid Hawkeye-LRU with Streaming Detector (HHLSD)","HHLSD blends Hawkeye-style PC-based reuse prediction with a lightweight streaming detector and per-set LRU stack tracking. For each set, it maintains a small history of recently evicted PCs to estimate future reuse: lines brought in by PCs with high predicted reuse are protected, while those with low reuse are demoted. If the streaming detector observes a sustained high miss rate (indicating LBM-like or phase streaming), the policy switches to evict the oldest (LRU) line to minimize pollution. Otherwise, it selects victims with the lowest reuse prediction, falling back to LRU on ties. This hybrid approach adapts to irregular pointer-chasing (MCF, omnetpp), regular stencils (LBM, MILC), and control-dominated workloads (astar), outperforming static and single-signal policies by protecting reuse-rich lines and responding quickly to phase changes.","",ChampSim_CRC2/new_policies/002_hybrid_hawkeye_lru_with_streaming_detector__hhlsd.cc,0.12303886072894,0.12303886072894
313,lbm,"Hybrid Hawkeye-LRU with Streaming Detector (HHLSD)","HHLSD blends Hawkeye-style PC-based reuse prediction with a lightweight streaming detector and per-set LRU stack tracking. For each set, it maintains a small history of recently evicted PCs to estimate future reuse: lines brought in by PCs with high predicted reuse are protected, while those with low reuse are demoted. If the streaming detector observes a sustained high miss rate (indicating LBM-like or phase streaming), the policy switches to evict the oldest (LRU) line to minimize pollution. Otherwise, it selects victims with the lowest reuse prediction, falling back to LRU on ties. This hybrid approach adapts to irregular pointer-chasing (MCF, omnetpp), regular stencils (LBM, MILC), and control-dominated workloads (astar), outperforming static and single-signal policies by protecting reuse-rich lines and responding quickly to phase changes.","",ChampSim_CRC2/new_policies/002_hybrid_hawkeye_lru_with_streaming_detector__hhlsd.cc,0.174778640388357,0.174778640388357
314,mcf,"Hybrid Hawkeye-LRU with Streaming Detector (HHLSD)","HHLSD blends Hawkeye-style PC-based reuse prediction with a lightweight streaming detector and per-set LRU stack tracking. For each set, it maintains a small history of recently evicted PCs to estimate future reuse: lines brought in by PCs with high predicted reuse are protected, while those with low reuse are demoted. If the streaming detector observes a sustained high miss rate (indicating LBM-like or phase streaming), the policy switches to evict the oldest (LRU) line to minimize pollution. Otherwise, it selects victims with the lowest reuse prediction, falling back to LRU on ties. This hybrid approach adapts to irregular pointer-chasing (MCF, omnetpp), regular stencils (LBM, MILC), and control-dominated workloads (astar), outperforming static and single-signal policies by protecting reuse-rich lines and responding quickly to phase changes.","",ChampSim_CRC2/new_policies/002_hybrid_hawkeye_lru_with_streaming_detector__hhlsd.cc,0.127665932954408,0.127665932954408
315,milc,"Hybrid Hawkeye-LRU with Streaming Detector (HHLSD)","HHLSD blends Hawkeye-style PC-based reuse prediction with a lightweight streaming detector and per-set LRU stack tracking. For each set, it maintains a small history of recently evicted PCs to estimate future reuse: lines brought in by PCs with high predicted reuse are protected, while those with low reuse are demoted. If the streaming detector observes a sustained high miss rate (indicating LBM-like or phase streaming), the policy switches to evict the oldest (LRU) line to minimize pollution. Otherwise, it selects victims with the lowest reuse prediction, falling back to LRU on ties. This hybrid approach adapts to irregular pointer-chasing (MCF, omnetpp), regular stencils (LBM, MILC), and control-dominated workloads (astar), outperforming static and single-signal policies by protecting reuse-rich lines and responding quickly to phase changes.","",ChampSim_CRC2/new_policies/002_hybrid_hawkeye_lru_with_streaming_detector__hhlsd.cc,0.125944674176529,0.125944674176529
316,omnetpp,"Hybrid Hawkeye-LRU with Streaming Detector (HHLSD)","HHLSD blends Hawkeye-style PC-based reuse prediction with a lightweight streaming detector and per-set LRU stack tracking. For each set, it maintains a small history of recently evicted PCs to estimate future reuse: lines brought in by PCs with high predicted reuse are protected, while those with low reuse are demoted. If the streaming detector observes a sustained high miss rate (indicating LBM-like or phase streaming), the policy switches to evict the oldest (LRU) line to minimize pollution. Otherwise, it selects victims with the lowest reuse prediction, falling back to LRU on ties. This hybrid approach adapts to irregular pointer-chasing (MCF, omnetpp), regular stencils (LBM, MILC), and control-dominated workloads (astar), outperforming static and single-signal policies by protecting reuse-rich lines and responding quickly to phase changes.","",ChampSim_CRC2/new_policies/002_hybrid_hawkeye_lru_with_streaming_detector__hhlsd.cc,0.00236029975806927,0.00236029975806927
317,all,"Hybrid Hawkeye-LRU with Streaming Detector (HHLSD)","HHLSD blends Hawkeye-style PC-based reuse prediction with a lightweight streaming detector and per-set LRU stack tracking. For each set, it maintains a small history of recently evicted PCs to estimate future reuse: lines brought in by PCs with high predicted reuse are protected, while those with low reuse are demoted. If the streaming detector observes a sustained high miss rate (indicating LBM-like or phase streaming), the policy switches to evict the oldest (LRU) line to minimize pollution. Otherwise, it selects victims with the lowest reuse prediction, falling back to LRU on ties. This hybrid approach adapts to irregular pointer-chasing (MCF, omnetpp), regular stencils (LBM, MILC), and control-dominated workloads (astar), outperforming static and single-signal policies by protecting reuse-rich lines and responding quickly to phase changes.","",ChampSim_CRC2/new_policies/002_hybrid_hawkeye_lru_with_streaming_detector__hhlsd.cc,0.110757681601261,0.110757681601261
318,astar,"Adaptive Reuse and Spatial Locality (ARSL) Replacement","ARSL combines per-PC reuse prediction with dynamic spatial locality detection to adapt to both irregular and streaming workloads. For each cache line, it tracks the PC that brought it in and maintains a small reuse score table per PC. Simultaneously, it monitors per-set access strides and detects regular spatial patterns indicative of streaming or stencil workloads (like LBM, MILC). When spatial locality is high and reuse is low, ARSL prioritizes retaining lines with high spatial reuse, evicting the least recently used among low-reuse lines. For irregular workloads (MCF, omnetpp, astar), it protects lines with strong PC reuse signals, falling back to LRU for ties. By dynamically switching between reuse and spatial locality modes based on observed access patterns, ARSL improves hit rates across diverse workloads, outperforming static or single-signal policies.","",ChampSim_CRC2/new_policies/003_adaptive_reuse_and_spatial_locality__arsl__replacement.cc,0.12303886072894,0.12303886072894
