id,workload,policy,policy_description,workload_description,cpp_file_path,cache_hit_rate,score,
649,lbm,**Dynamic Reuse-Interval and Spatial Correlation Replacement (DRISCR)**,"DRISCR is a hybrid policy that dynamically adapts to workload characteristics by combining per-line reuse interval tracking, spatial correlation detection, and fallback LRU. Each cache line records its last access timestamp and a predicted reuse interval, allowing the policy to estimate when a block will be reused. For workloads with strong spatial locality (e.g., LBM, MILC), DRISCR identifies access strides and prefetches or retains blocks that are likely to be accessed soon. For irregular workloads (e.g., MCF, OMNETPP, ASTAR), it prioritizes eviction of lines with long predicted reuse intervals and low spatial correlation. Phase changes are detected by monitoring the set-level hit/miss ratio, triggering more aggressive eviction of blocks with decaying reuse or spatial signals. This approach improves hit rate by retaining blocks with imminent reuse, adapting to both regular and irregular access patterns, and reducing cache pollution from transient accesses.",,ChampSim_CRC2/new_policies/023_dynamic_reuse_interval_and_spatial_correlation_replacement__driscr.cc,0.439737459,0.439737459,0%
650,mcf,**Dynamic Reuse-Interval and Spatial Correlation Replacement (DRISCR)**,"DRISCR is a hybrid policy that dynamically adapts to workload characteristics by combining per-line reuse interval tracking, spatial correlation detection, and fallback LRU. Each cache line records its last access timestamp and a predicted reuse interval, allowing the policy to estimate when a block will be reused. For workloads with strong spatial locality (e.g., LBM, MILC), DRISCR identifies access strides and prefetches or retains blocks that are likely to be accessed soon. For irregular workloads (e.g., MCF, OMNETPP, ASTAR), it prioritizes eviction of lines with long predicted reuse intervals and low spatial correlation. Phase changes are detected by monitoring the set-level hit/miss ratio, triggering more aggressive eviction of blocks with decaying reuse or spatial signals. This approach improves hit rate by retaining blocks with imminent reuse, adapting to both regular and irregular access patterns, and reducing cache pollution from transient accesses.",,ChampSim_CRC2/new_policies/023_dynamic_reuse_interval_and_spatial_correlation_replacement__driscr.cc,0.204533438,0.204533438,0%
651,milc,**Dynamic Reuse-Interval and Spatial Correlation Replacement (DRISCR)**,"DRISCR is a hybrid policy that dynamically adapts to workload characteristics by combining per-line reuse interval tracking, spatial correlation detection, and fallback LRU. Each cache line records its last access timestamp and a predicted reuse interval, allowing the policy to estimate when a block will be reused. For workloads with strong spatial locality (e.g., LBM, MILC), DRISCR identifies access strides and prefetches or retains blocks that are likely to be accessed soon. For irregular workloads (e.g., MCF, OMNETPP, ASTAR), it prioritizes eviction of lines with long predicted reuse intervals and low spatial correlation. Phase changes are detected by monitoring the set-level hit/miss ratio, triggering more aggressive eviction of blocks with decaying reuse or spatial signals. This approach improves hit rate by retaining blocks with imminent reuse, adapting to both regular and irregular access patterns, and reducing cache pollution from transient accesses.",,ChampSim_CRC2/new_policies/023_dynamic_reuse_interval_and_spatial_correlation_replacement__driscr.cc,0.27955226,0.27955226,0%
652,omnetpp,**Dynamic Reuse-Interval and Spatial Correlation Replacement (DRISCR)**,"DRISCR is a hybrid policy that dynamically adapts to workload characteristics by combining per-line reuse interval tracking, spatial correlation detection, and fallback LRU. Each cache line records its last access timestamp and a predicted reuse interval, allowing the policy to estimate when a block will be reused. For workloads with strong spatial locality (e.g., LBM, MILC), DRISCR identifies access strides and prefetches or retains blocks that are likely to be accessed soon. For irregular workloads (e.g., MCF, OMNETPP, ASTAR), it prioritizes eviction of lines with long predicted reuse intervals and low spatial correlation. Phase changes are detected by monitoring the set-level hit/miss ratio, triggering more aggressive eviction of blocks with decaying reuse or spatial signals. This approach improves hit rate by retaining blocks with imminent reuse, adapting to both regular and irregular access patterns, and reducing cache pollution from transient accesses.",,ChampSim_CRC2/new_policies/023_dynamic_reuse_interval_and_spatial_correlation_replacement__driscr.cc,0.004750103,0.004750103,0%
653,all,**Dynamic Reuse-Interval and Spatial Correlation Replacement (DRISCR)**,"DRISCR is a hybrid policy that dynamically adapts to workload characteristics by combining per-line reuse interval tracking, spatial correlation detection, and fallback LRU. Each cache line records its last access timestamp and a predicted reuse interval, allowing the policy to estimate when a block will be reused. For workloads with strong spatial locality (e.g., LBM, MILC), DRISCR identifies access strides and prefetches or retains blocks that are likely to be accessed soon. For irregular workloads (e.g., MCF, OMNETPP, ASTAR), it prioritizes eviction of lines with long predicted reuse intervals and low spatial correlation. Phase changes are detected by monitoring the set-level hit/miss ratio, triggering more aggressive eviction of blocks with decaying reuse or spatial signals. This approach improves hit rate by retaining blocks with imminent reuse, adapting to both regular and irregular access patterns, and reducing cache pollution from transient accesses.",,ChampSim_CRC2/new_policies/023_dynamic_reuse_interval_and_spatial_correlation_replacement__driscr.cc,0.243396284,0.243396284,24%
654,astar,Adaptive Frequency-Spatial Hybrid Replacement (AFSHR),"AFSHR combines frequency-based replacement (LFU) with spatial locality detection, dynamically adapting its eviction strategy based on observed workload behavior. Each cache line tracks both its access frequency and a spatial locality score based on recent stride patterns. For workloads with regular, stride-based accesses (LBM, MILC), AFSHR prioritizes retaining lines with high spatial scores, boosting hit rates by keeping blocks likely to be reused soon. For irregular, pointer-heavy workloads (MCF, OMNETPP, ASTAR), the policy falls back to evicting lines with the lowest frequency, which are least likely to be reused. Phase changes are detected by monitoring the set-level hit/miss ratio; during low-locality phases, the policy increases the weight of frequency in eviction decisions. This hybrid approach balances retention of frequently accessed blocks and blocks with strong spatial correlation, improving performance across diverse workload patterns.",,ChampSim_CRC2/new_policies/024_adaptive_frequency_spatial_hybrid_replacement__afshr.cc,0.287955588,0.287955588,0%
655,lbm,Adaptive Frequency-Spatial Hybrid Replacement (AFSHR),"AFSHR combines frequency-based replacement (LFU) with spatial locality detection, dynamically adapting its eviction strategy based on observed workload behavior. Each cache line tracks both its access frequency and a spatial locality score based on recent stride patterns. For workloads with regular, stride-based accesses (LBM, MILC), AFSHR prioritizes retaining lines with high spatial scores, boosting hit rates by keeping blocks likely to be reused soon. For irregular, pointer-heavy workloads (MCF, OMNETPP, ASTAR), the policy falls back to evicting lines with the lowest frequency, which are least likely to be reused. Phase changes are detected by monitoring the set-level hit/miss ratio; during low-locality phases, the policy increases the weight of frequency in eviction decisions. This hybrid approach balances retention of frequently accessed blocks and blocks with strong spatial correlation, improving performance across diverse workload patterns.",,ChampSim_CRC2/new_policies/024_adaptive_frequency_spatial_hybrid_replacement__afshr.cc,0.419137834,0.419137834,0%
656,mcf,Adaptive Frequency-Spatial Hybrid Replacement (AFSHR),"AFSHR combines frequency-based replacement (LFU) with spatial locality detection, dynamically adapting its eviction strategy based on observed workload behavior. Each cache line tracks both its access frequency and a spatial locality score based on recent stride patterns. For workloads with regular, stride-based accesses (LBM, MILC), AFSHR prioritizes retaining lines with high spatial scores, boosting hit rates by keeping blocks likely to be reused soon. For irregular, pointer-heavy workloads (MCF, OMNETPP, ASTAR), the policy falls back to evicting lines with the lowest frequency, which are least likely to be reused. Phase changes are detected by monitoring the set-level hit/miss ratio; during low-locality phases, the policy increases the weight of frequency in eviction decisions. This hybrid approach balances retention of frequently accessed blocks and blocks with strong spatial correlation, improving performance across diverse workload patterns.",,ChampSim_CRC2/new_policies/024_adaptive_frequency_spatial_hybrid_replacement__afshr.cc,0.160863918,0.160863918,0%
657,milc,Adaptive Frequency-Spatial Hybrid Replacement (AFSHR),"AFSHR combines frequency-based replacement (LFU) with spatial locality detection, dynamically adapting its eviction strategy based on observed workload behavior. Each cache line tracks both its access frequency and a spatial locality score based on recent stride patterns. For workloads with regular, stride-based accesses (LBM, MILC), AFSHR prioritizes retaining lines with high spatial scores, boosting hit rates by keeping blocks likely to be reused soon. For irregular, pointer-heavy workloads (MCF, OMNETPP, ASTAR), the policy falls back to evicting lines with the lowest frequency, which are least likely to be reused. Phase changes are detected by monitoring the set-level hit/miss ratio; during low-locality phases, the policy increases the weight of frequency in eviction decisions. This hybrid approach balances retention of frequently accessed blocks and blocks with strong spatial correlation, improving performance across diverse workload patterns.",,ChampSim_CRC2/new_policies/024_adaptive_frequency_spatial_hybrid_replacement__afshr.cc,0.27958369,0.27958369,0%
658,omnetpp,Adaptive Frequency-Spatial Hybrid Replacement (AFSHR),"AFSHR combines frequency-based replacement (LFU) with spatial locality detection, dynamically adapting its eviction strategy based on observed workload behavior. Each cache line tracks both its access frequency and a spatial locality score based on recent stride patterns. For workloads with regular, stride-based accesses (LBM, MILC), AFSHR prioritizes retaining lines with high spatial scores, boosting hit rates by keeping blocks likely to be reused soon. For irregular, pointer-heavy workloads (MCF, OMNETPP, ASTAR), the policy falls back to evicting lines with the lowest frequency, which are least likely to be reused. Phase changes are detected by monitoring the set-level hit/miss ratio; during low-locality phases, the policy increases the weight of frequency in eviction decisions. This hybrid approach balances retention of frequently accessed blocks and blocks with strong spatial correlation, improving performance across diverse workload patterns.",,ChampSim_CRC2/new_policies/024_adaptive_frequency_spatial_hybrid_replacement__afshr.cc,0.005487697,0.005487697,0%
659,all,Adaptive Frequency-Spatial Hybrid Replacement (AFSHR),"AFSHR combines frequency-based replacement (LFU) with spatial locality detection, dynamically adapting its eviction strategy based on observed workload behavior. Each cache line tracks both its access frequency and a spatial locality score based on recent stride patterns. For workloads with regular, stride-based accesses (LBM, MILC), AFSHR prioritizes retaining lines with high spatial scores, boosting hit rates by keeping blocks likely to be reused soon. For irregular, pointer-heavy workloads (MCF, OMNETPP, ASTAR), the policy falls back to evicting lines with the lowest frequency, which are least likely to be reused. Phase changes are detected by monitoring the set-level hit/miss ratio; during low-locality phases, the policy increases the weight of frequency in eviction decisions. This hybrid approach balances retention of frequently accessed blocks and blocks with strong spatial correlation, improving performance across diverse workload patterns.",,ChampSim_CRC2/new_policies/024_adaptive_frequency_spatial_hybrid_replacement__afshr.cc,0.230605745,0.230605745,23%
660,astar,Dynamic Multi-Signal Replacement (DMSR),"DMSR leverages a combination of recency (LRU), frequency (LFU), and reuse distance prediction to adaptively select the most suitable eviction candidate for each workload phase. Each cache line tracks its last access time, access frequency, and a lightweight reuse distance estimate using a saturating counter. The policy dynamically weights these signals based on observed set-level hit/miss trends and stride regularity: for workloads with regular spatial access (LBM, MILC), DMSR emphasizes reuse distance and recency to retain blocks likely to be reused soon; for pointer-heavy, irregular workloads (MCF, OMNETPP, ASTAR), it prioritizes frequency and recency to avoid retaining dead blocks. Phase changes are detected via a moving hit/miss window, triggering adaptive weighting of signals. This multi-signal, phase-aware approach improves overall hit rates by tailoring eviction logic to workload characteristics, outperforming single-signal and static hybrid policies.",,ChampSim_CRC2/new_policies/025_dynamic_multi_signal_replacement__dmsr.cc,0.290520154,0.290520154,0%
661,lbm,Dynamic Multi-Signal Replacement (DMSR),"DMSR leverages a combination of recency (LRU), frequency (LFU), and reuse distance prediction to adaptively select the most suitable eviction candidate for each workload phase. Each cache line tracks its last access time, access frequency, and a lightweight reuse distance estimate using a saturating counter. The policy dynamically weights these signals based on observed set-level hit/miss trends and stride regularity: for workloads with regular spatial access (LBM, MILC), DMSR emphasizes reuse distance and recency to retain blocks likely to be reused soon; for pointer-heavy, irregular workloads (MCF, OMNETPP, ASTAR), it prioritizes frequency and recency to avoid retaining dead blocks. Phase changes are detected via a moving hit/miss window, triggering adaptive weighting of signals. This multi-signal, phase-aware approach improves overall hit rates by tailoring eviction logic to workload characteristics, outperforming single-signal and static hybrid policies.",,ChampSim_CRC2/new_policies/025_dynamic_multi_signal_replacement__dmsr.cc,0.418628752,0.418628752,0%
662,astar,Adaptive SRRIP-Bimodal Replacement (ASBR),"ASBR combines Static Re-Reference Interval Prediction (SRRIP) with a lightweight bimodal bypassing mechanism. SRRIP assigns re-reference prediction values to cache lines, favoring retention of lines likely to be reused soon, which benefits workloads with both spatial and temporal locality (e.g., lbm, milc). For sets experiencing frequent misses and low reuse (e.g., mcf, omnetpp), ASBR dynamically bypasses insertion of new blocks with a small probability, reducing pollution from one-shot or streaming accesses. The policy adapts insertion and promotion based on recent hit/miss statistics per set, allowing it to respond to phase changes and irregular patterns. This hybrid approach improves hit rates by better retaining reusable lines and avoiding cache pollution from unpredictable workloads.",,ChampSim_CRC2/new_policies/001_adaptive_srrip_bimodal_replacement__asbr.cc,0.256456674,0.256456674,0%
663,lbm,Adaptive SRRIP-Bimodal Replacement (ASBR),"ASBR combines Static Re-Reference Interval Prediction (SRRIP) with a lightweight bimodal bypassing mechanism. SRRIP assigns re-reference prediction values to cache lines, favoring retention of lines likely to be reused soon, which benefits workloads with both spatial and temporal locality (e.g., lbm, milc). For sets experiencing frequent misses and low reuse (e.g., mcf, omnetpp), ASBR dynamically bypasses insertion of new blocks with a small probability, reducing pollution from one-shot or streaming accesses. The policy adapts insertion and promotion based on recent hit/miss statistics per set, allowing it to respond to phase changes and irregular patterns. This hybrid approach improves hit rates by better retaining reusable lines and avoiding cache pollution from unpredictable workloads.",,ChampSim_CRC2/new_policies/001_adaptive_srrip_bimodal_replacement__asbr.cc,0.043599207,0.043599207,0%
664,mcf,Adaptive SRRIP-Bimodal Replacement (ASBR),"ASBR combines Static Re-Reference Interval Prediction (SRRIP) with a lightweight bimodal bypassing mechanism. SRRIP assigns re-reference prediction values to cache lines, favoring retention of lines likely to be reused soon, which benefits workloads with both spatial and temporal locality (e.g., lbm, milc). For sets experiencing frequent misses and low reuse (e.g., mcf, omnetpp), ASBR dynamically bypasses insertion of new blocks with a small probability, reducing pollution from one-shot or streaming accesses. The policy adapts insertion and promotion based on recent hit/miss statistics per set, allowing it to respond to phase changes and irregular patterns. This hybrid approach improves hit rates by better retaining reusable lines and avoiding cache pollution from unpredictable workloads.",,ChampSim_CRC2/new_policies/001_adaptive_srrip_bimodal_replacement__asbr.cc,0.260303339,0.260303339,0%
665,milc,Adaptive SRRIP-Bimodal Replacement (ASBR),"ASBR combines Static Re-Reference Interval Prediction (SRRIP) with a lightweight bimodal bypassing mechanism. SRRIP assigns re-reference prediction values to cache lines, favoring retention of lines likely to be reused soon, which benefits workloads with both spatial and temporal locality (e.g., lbm, milc). For sets experiencing frequent misses and low reuse (e.g., mcf, omnetpp), ASBR dynamically bypasses insertion of new blocks with a small probability, reducing pollution from one-shot or streaming accesses. The policy adapts insertion and promotion based on recent hit/miss statistics per set, allowing it to respond to phase changes and irregular patterns. This hybrid approach improves hit rates by better retaining reusable lines and avoiding cache pollution from unpredictable workloads.",,ChampSim_CRC2/new_policies/001_adaptive_srrip_bimodal_replacement__asbr.cc,0.007129616,0.007129616,0%
666,omnetpp,Adaptive SRRIP-Bimodal Replacement (ASBR),"ASBR combines Static Re-Reference Interval Prediction (SRRIP) with a lightweight bimodal bypassing mechanism. SRRIP assigns re-reference prediction values to cache lines, favoring retention of lines likely to be reused soon, which benefits workloads with both spatial and temporal locality (e.g., lbm, milc). For sets experiencing frequent misses and low reuse (e.g., mcf, omnetpp), ASBR dynamically bypasses insertion of new blocks with a small probability, reducing pollution from one-shot or streaming accesses. The policy adapts insertion and promotion based on recent hit/miss statistics per set, allowing it to respond to phase changes and irregular patterns. This hybrid approach improves hit rates by better retaining reusable lines and avoiding cache pollution from unpredictable workloads.",,ChampSim_CRC2/new_policies/001_adaptive_srrip_bimodal_replacement__asbr.cc,0.003628961,0.003628961,0%
667,all,Adaptive SRRIP-Bimodal Replacement (ASBR),"ASBR combines Static Re-Reference Interval Prediction (SRRIP) with a lightweight bimodal bypassing mechanism. SRRIP assigns re-reference prediction values to cache lines, favoring retention of lines likely to be reused soon, which benefits workloads with both spatial and temporal locality (e.g., lbm, milc). For sets experiencing frequent misses and low reuse (e.g., mcf, omnetpp), ASBR dynamically bypasses insertion of new blocks with a small probability, reducing pollution from one-shot or streaming accesses. The policy adapts insertion and promotion based on recent hit/miss statistics per set, allowing it to respond to phase changes and irregular patterns. This hybrid approach improves hit rates by better retaining reusable lines and avoiding cache pollution from unpredictable workloads.",,ChampSim_CRC2/new_policies/001_adaptive_srrip_bimodal_replacement__asbr.cc,0.114223559,0.114223559,11%
668,astar,Dynamic Segmented LRU with Frequency Adaptation (DS-LRUFA),"DS-LRUFA divides each cache set into two logical segments: an ""LRU"" segment for lines with demonstrated reuse and a ""FIFO"" segment for lines with low or unpredictable reuse, dynamically adapting segment sizes per set. Hits in the LRU segment promote lines to the MRU position, while hits in the FIFO segment move lines into the LRU segment, indicating a transition to reusable behavior. The policy tracks per-set hit/miss patterns and recent reuse frequency to adjust the segment boundary: sets with high locality (e.g., lbm, milc) expand the LRU segment, while sets with streaming or sparse accesses (e.g., mcf, omnetpp, astar) shrink it, favoring FIFO eviction to reduce pollution. Additionally, a lightweight frequency counter per block helps retain frequently reused lines, and blocks with zero frequency in the FIFO segment are prioritized for eviction. This hybrid approach balances spatial/temporal locality retention for regular workloads and aggressive eviction for irregular ones, improving hit rates across diverse access patterns and phase changes.",,ChampSim_CRC2/new_policies/002_dynamic_segmented_lru_with_frequency_adaptation__ds_lrufa.cc,0.258206614,0.258206614,0%
669,lbm,Dynamic Segmented LRU with Frequency Adaptation (DS-LRUFA),"DS-LRUFA divides each cache set into two logical segments: an ""LRU"" segment for lines with demonstrated reuse and a ""FIFO"" segment for lines with low or unpredictable reuse, dynamically adapting segment sizes per set. Hits in the LRU segment promote lines to the MRU position, while hits in the FIFO segment move lines into the LRU segment, indicating a transition to reusable behavior. The policy tracks per-set hit/miss patterns and recent reuse frequency to adjust the segment boundary: sets with high locality (e.g., lbm, milc) expand the LRU segment, while sets with streaming or sparse accesses (e.g., mcf, omnetpp, astar) shrink it, favoring FIFO eviction to reduce pollution. Additionally, a lightweight frequency counter per block helps retain frequently reused lines, and blocks with zero frequency in the FIFO segment are prioritized for eviction. This hybrid approach balances spatial/temporal locality retention for regular workloads and aggressive eviction for irregular ones, improving hit rates across diverse access patterns and phase changes.",,ChampSim_CRC2/new_policies/002_dynamic_segmented_lru_with_frequency_adaptation__ds_lrufa.cc,0.274322285,0.274322285,0%
670,mcf,Dynamic Segmented LRU with Frequency Adaptation (DS-LRUFA),"DS-LRUFA divides each cache set into two logical segments: an ""LRU"" segment for lines with demonstrated reuse and a ""FIFO"" segment for lines with low or unpredictable reuse, dynamically adapting segment sizes per set. Hits in the LRU segment promote lines to the MRU position, while hits in the FIFO segment move lines into the LRU segment, indicating a transition to reusable behavior. The policy tracks per-set hit/miss patterns and recent reuse frequency to adjust the segment boundary: sets with high locality (e.g., lbm, milc) expand the LRU segment, while sets with streaming or sparse accesses (e.g., mcf, omnetpp, astar) shrink it, favoring FIFO eviction to reduce pollution. Additionally, a lightweight frequency counter per block helps retain frequently reused lines, and blocks with zero frequency in the FIFO segment are prioritized for eviction. This hybrid approach balances spatial/temporal locality retention for regular workloads and aggressive eviction for irregular ones, improving hit rates across diverse access patterns and phase changes.",,ChampSim_CRC2/new_policies/002_dynamic_segmented_lru_with_frequency_adaptation__ds_lrufa.cc,0.159571717,0.159571717,0%
671,milc,Dynamic Segmented LRU with Frequency Adaptation (DS-LRUFA),"DS-LRUFA divides each cache set into two logical segments: an ""LRU"" segment for lines with demonstrated reuse and a ""FIFO"" segment for lines with low or unpredictable reuse, dynamically adapting segment sizes per set. Hits in the LRU segment promote lines to the MRU position, while hits in the FIFO segment move lines into the LRU segment, indicating a transition to reusable behavior. The policy tracks per-set hit/miss patterns and recent reuse frequency to adjust the segment boundary: sets with high locality (e.g., lbm, milc) expand the LRU segment, while sets with streaming or sparse accesses (e.g., mcf, omnetpp, astar) shrink it, favoring FIFO eviction to reduce pollution. Additionally, a lightweight frequency counter per block helps retain frequently reused lines, and blocks with zero frequency in the FIFO segment are prioritized for eviction. This hybrid approach balances spatial/temporal locality retention for regular workloads and aggressive eviction for irregular ones, improving hit rates across diverse access patterns and phase changes.",,ChampSim_CRC2/new_policies/002_dynamic_segmented_lru_with_frequency_adaptation__ds_lrufa.cc,0.281548553,0.281548553,0%
672,omnetpp,Dynamic Segmented LRU with Frequency Adaptation (DS-LRUFA),"DS-LRUFA divides each cache set into two logical segments: an ""LRU"" segment for lines with demonstrated reuse and a ""FIFO"" segment for lines with low or unpredictable reuse, dynamically adapting segment sizes per set. Hits in the LRU segment promote lines to the MRU position, while hits in the FIFO segment move lines into the LRU segment, indicating a transition to reusable behavior. The policy tracks per-set hit/miss patterns and recent reuse frequency to adjust the segment boundary: sets with high locality (e.g., lbm, milc) expand the LRU segment, while sets with streaming or sparse accesses (e.g., mcf, omnetpp, astar) shrink it, favoring FIFO eviction to reduce pollution. Additionally, a lightweight frequency counter per block helps retain frequently reused lines, and blocks with zero frequency in the FIFO segment are prioritized for eviction. This hybrid approach balances spatial/temporal locality retention for regular workloads and aggressive eviction for irregular ones, improving hit rates across diverse access patterns and phase changes.",,ChampSim_CRC2/new_policies/002_dynamic_segmented_lru_with_frequency_adaptation__ds_lrufa.cc,0.003923998,0.003923998,0%
673,all,Dynamic Segmented LRU with Frequency Adaptation (DS-LRUFA),"DS-LRUFA divides each cache set into two logical segments: an ""LRU"" segment for lines with demonstrated reuse and a ""FIFO"" segment for lines with low or unpredictable reuse, dynamically adapting segment sizes per set. Hits in the LRU segment promote lines to the MRU position, while hits in the FIFO segment move lines into the LRU segment, indicating a transition to reusable behavior. The policy tracks per-set hit/miss patterns and recent reuse frequency to adjust the segment boundary: sets with high locality (e.g., lbm, milc) expand the LRU segment, while sets with streaming or sparse accesses (e.g., mcf, omnetpp, astar) shrink it, favoring FIFO eviction to reduce pollution. Additionally, a lightweight frequency counter per block helps retain frequently reused lines, and blocks with zero frequency in the FIFO segment are prioritized for eviction. This hybrid approach balances spatial/temporal locality retention for regular workloads and aggressive eviction for irregular ones, improving hit rates across diverse access patterns and phase changes.",,ChampSim_CRC2/new_policies/002_dynamic_segmented_lru_with_frequency_adaptation__ds_lrufa.cc,0.195514633,0.195514633,20%
674,astar,Adaptive RRIP with Dynamic Bypass (ARRIP-DB),"ARRIP-DB combines the proven strengths of Re-Reference Interval Prediction (RRIP) with a lightweight, per-set dynamic bypass mechanism to address the diverse locality and access patterns of the provided workloads. RRIP excels at distinguishing between frequently and infrequently reused lines, making it robust for both regular (lbm, milc) and irregular (mcf, omnetpp, astar) access patterns. To further reduce pollution from streaming or sparse accesses, ARRIP-DB tracks the recent hit/miss ratio per set: if a set is experiencing low hit rates (indicative of streaming or pointer-chasing phases), new incoming lines are probabilistically bypassed (not inserted) into the cache, reducing pollution and preserving useful data. This adaptive bypass is periodically re-evaluated, allowing the cache to respond to phase changes and workload shifts. The combination of RRIP and dynamic bypass ensures high retention for reusable lines, aggressive eviction for non-reusable lines, and rapid adaptation to changing access patterns, improving overall hit rates across all workloads.",,ChampSim_CRC2/new_policies/003_adaptive_rrip_with_dynamic_bypass__arrip_db.cc,0.016352884,0.016352884,0%
675,lbm,Adaptive RRIP with Dynamic Bypass (ARRIP-DB),"ARRIP-DB combines the proven strengths of Re-Reference Interval Prediction (RRIP) with a lightweight, per-set dynamic bypass mechanism to address the diverse locality and access patterns of the provided workloads. RRIP excels at distinguishing between frequently and infrequently reused lines, making it robust for both regular (lbm, milc) and irregular (mcf, omnetpp, astar) access patterns. To further reduce pollution from streaming or sparse accesses, ARRIP-DB tracks the recent hit/miss ratio per set: if a set is experiencing low hit rates (indicative of streaming or pointer-chasing phases), new incoming lines are probabilistically bypassed (not inserted) into the cache, reducing pollution and preserving useful data. This adaptive bypass is periodically re-evaluated, allowing the cache to respond to phase changes and workload shifts. The combination of RRIP and dynamic bypass ensures high retention for reusable lines, aggressive eviction for non-reusable lines, and rapid adaptation to changing access patterns, improving overall hit rates across all workloads.",,ChampSim_CRC2/new_policies/003_adaptive_rrip_with_dynamic_bypass__arrip_db.cc,0.043581026,0.043581026,0%
676,mcf,Adaptive RRIP with Dynamic Bypass (ARRIP-DB),"ARRIP-DB combines the proven strengths of Re-Reference Interval Prediction (RRIP) with a lightweight, per-set dynamic bypass mechanism to address the diverse locality and access patterns of the provided workloads. RRIP excels at distinguishing between frequently and infrequently reused lines, making it robust for both regular (lbm, milc) and irregular (mcf, omnetpp, astar) access patterns. To further reduce pollution from streaming or sparse accesses, ARRIP-DB tracks the recent hit/miss ratio per set: if a set is experiencing low hit rates (indicative of streaming or pointer-chasing phases), new incoming lines are probabilistically bypassed (not inserted) into the cache, reducing pollution and preserving useful data. This adaptive bypass is periodically re-evaluated, allowing the cache to respond to phase changes and workload shifts. The combination of RRIP and dynamic bypass ensures high retention for reusable lines, aggressive eviction for non-reusable lines, and rapid adaptation to changing access patterns, improving overall hit rates across all workloads.",,ChampSim_CRC2/new_policies/003_adaptive_rrip_with_dynamic_bypass__arrip_db.cc,0.019062671,0.019062671,0%
677,milc,Adaptive RRIP with Dynamic Bypass (ARRIP-DB),"ARRIP-DB combines the proven strengths of Re-Reference Interval Prediction (RRIP) with a lightweight, per-set dynamic bypass mechanism to address the diverse locality and access patterns of the provided workloads. RRIP excels at distinguishing between frequently and infrequently reused lines, making it robust for both regular (lbm, milc) and irregular (mcf, omnetpp, astar) access patterns. To further reduce pollution from streaming or sparse accesses, ARRIP-DB tracks the recent hit/miss ratio per set: if a set is experiencing low hit rates (indicative of streaming or pointer-chasing phases), new incoming lines are probabilistically bypassed (not inserted) into the cache, reducing pollution and preserving useful data. This adaptive bypass is periodically re-evaluated, allowing the cache to respond to phase changes and workload shifts. The combination of RRIP and dynamic bypass ensures high retention for reusable lines, aggressive eviction for non-reusable lines, and rapid adaptation to changing access patterns, improving overall hit rates across all workloads.",,ChampSim_CRC2/new_policies/003_adaptive_rrip_with_dynamic_bypass__arrip_db.cc,0.007093968,0.007093968,0%
678,omnetpp,Adaptive RRIP with Dynamic Bypass (ARRIP-DB),"ARRIP-DB combines the proven strengths of Re-Reference Interval Prediction (RRIP) with a lightweight, per-set dynamic bypass mechanism to address the diverse locality and access patterns of the provided workloads. RRIP excels at distinguishing between frequently and infrequently reused lines, making it robust for both regular (lbm, milc) and irregular (mcf, omnetpp, astar) access patterns. To further reduce pollution from streaming or sparse accesses, ARRIP-DB tracks the recent hit/miss ratio per set: if a set is experiencing low hit rates (indicative of streaming or pointer-chasing phases), new incoming lines are probabilistically bypassed (not inserted) into the cache, reducing pollution and preserving useful data. This adaptive bypass is periodically re-evaluated, allowing the cache to respond to phase changes and workload shifts. The combination of RRIP and dynamic bypass ensures high retention for reusable lines, aggressive eviction for non-reusable lines, and rapid adaptation to changing access patterns, improving overall hit rates across all workloads.",,ChampSim_CRC2/new_policies/003_adaptive_rrip_with_dynamic_bypass__arrip_db.cc,0.000295037,0.000295037,0%
679,all,Adaptive RRIP with Dynamic Bypass (ARRIP-DB),"ARRIP-DB combines the proven strengths of Re-Reference Interval Prediction (RRIP) with a lightweight, per-set dynamic bypass mechanism to address the diverse locality and access patterns of the provided workloads. RRIP excels at distinguishing between frequently and infrequently reused lines, making it robust for both regular (lbm, milc) and irregular (mcf, omnetpp, astar) access patterns. To further reduce pollution from streaming or sparse accesses, ARRIP-DB tracks the recent hit/miss ratio per set: if a set is experiencing low hit rates (indicative of streaming or pointer-chasing phases), new incoming lines are probabilistically bypassed (not inserted) into the cache, reducing pollution and preserving useful data. This adaptive bypass is periodically re-evaluated, allowing the cache to respond to phase changes and workload shifts. The combination of RRIP and dynamic bypass ensures high retention for reusable lines, aggressive eviction for non-reusable lines, and rapid adaptation to changing access patterns, improving overall hit rates across all workloads.",,ChampSim_CRC2/new_policies/003_adaptive_rrip_with_dynamic_bypass__arrip_db.cc,0.017277117,0.017277117,2%
